id,year,bbl,organization_name,dbn,short_dbn,project_title,project_type,organization_address,requested_amt,requested_amt_c,funding,funding_c,lat,lng,CounDist,BoroCD
1232,2020,1018930010,Bloomingdale School of Music,BSM,BSM,New Pianos,Public School,"323 West 108th Street, New York, NY 10025",,,"$124,000",124000,40.8034,-73.96825,6,107
222,2015,1019060011,P.S. 242 The Young Diplomats Magnet Academy,03M242,M242,Technology Upgrade,Public School,"134 West 122nd Street, New York, NY
10027",,,"$50,000",50000,40.8063,-73.94801,9,110
578,2017,1019060011,P.S. 242 The Young Diplomats Magnet Academy,03M242,M242,Classroom Technology Upgrade,Public School,134 W 122nd Street,,,100000,100000,40.8063,-73.94801,9,110
1383,2020,1019060011,P.S. 242 The Young Diplomats Magnet Academy,03M242,M242,Library Upgrade,Public School,"134 West 122nd Street 
New York, NY 10027",,,"$200,000",200000,40.80617,-73.94845,9,110
630,2017,1019090009,The Studio Museum in Harlem,,,New Building Project,Cultural Organization,"142 and 144 West 125th Street, New York,
NY 10027",,,100000,100000,40.80853,-73.94761,9,110
885,2018,1019090009,The Studio Museum in Harlem,,,New Building Project,Cultural Organization,142 and 144 W 125th Street,,,250000,250000,40.80853,-73.94761,9,110
151,2015,1019090022,Addiction Research and Treatment Corporation,,,Electronic Medical Records System,Social Services Organization,"119 West 124th Street, New York, NY
10027",,,"$66,000",66000,40.80745,-73.94679,9,110
537,2017,1019100001,"NYS Office of Parks, Recreation and Historic Preservation (""NYS Parks"")",,,Riverbank State Park Greenhouse,Park,"163 West 125th Street, 17th Floor",,,150000,150000,40.80864,-73.94752,9,110
75,2014,1019107501,"Neighborhood Defender Service, Inc.",,,Vehicle Purchase and stand Alone Equipment,Social Services Organization,"317 Lenox Avenue, 10th Fl.","* 27,290.00",27290,0,0,40.80829,-73.94512,9,110
74,2014,1019107501,"Neighborhood Defender Service, Inc.",,,Office Technology Project,Social Services Organization,"317 Lenox Avenue, 10th Fl.","* 22,900.00",22900,0,0,40.80829,-73.94512,9,110
866,2018,1019110061,The Children's Village,,,Harlem Building Initial Outfitting,Social Services Organization,"2139 Adam Clayton Powell Jr.
Blvd",,,44000,44000,40.81014,-73.94746,9,110
519,2017,1019120130,Maysles Institute,,,Sound System,Cultural Organization,"343 Lenox Ave, New York, NY 10027",,,51000,51000,40.80925,-73.94442,9,110
379,2016,1019190006,P.S. 175 Henry Highland Garnet School for Success,05M175,M175,Technology Upgrades,Public School,"175 W 134th St, New York, NY 10030",,,100000,100000,40.81442,-73.94366,9,110
567,2017,1019190006,P.S. 175 Henry Highland Garnet School for Success,05M175,M175,Gymnasium Upgrade,Public School,175 West 134th Street,,,370000,370000,40.81442,-73.94366,9,110
812,2018,1019190006,P.S. 175 Henry Highland Garnet School for Success,05M175,M175,Auditorium Upgrade,Public School,"175 W. 134th
Street, New York,
NY, 10030",,,80000,80000,40.81442,-73.94366,9,110
813,2018,1019190006,P.S. 175 Henry Highland Garnet School for Success,05M175,M175,PreK and Kindergarten Playground,Public School,"175 W. 134th
Street, New York, NY, 10030",,,150000,150000,40.81442,-73.94366,9,110
1373,2020,1019190006,P.S. 175 Henry Highland Garnet School for Success,05M175,M175,Auditorium Cooling System,Public School,"175 West 134th Street 
New York, NY 10030",,,"$250,000",250000,40.81441,-73.94269,9,110
279,2016,1019190026,"Clayton Apartments, Inc.",,,Interior Renovations,Cultural Organization,"485 Lenox Avenue New York, NY 10037",,,250000,250000,40.81366,-73.94119,9,110
675,2018,1019200026,Countee Cullen Library,,,Façade Renovations,Library,"104 West 136th Street, New York, NY 10030",,,1500000,1500000,40.815,-73.94092,9,110
1163,2019,1019230037,The Artists Forum Inc,,,The Artists Forum Festival of the Moving Image,Cultural Organization,"204 West 118th Street, Suite 2c New York, NY",,,"$2,000.00",2000,40.80457,-73.9522,9,110
713,2018,1019230049,Harlem Hebrew Language Academy Charter School,84M186,M186,Classroom Technology Upgrades,Public School,"147 St. Nicholas Avenue, New York, NY 10026",,,100000,100000,40.80455,-73.95275,9,110
985,2019,1019230049,Harlem Hebrew Language Academy Charter School,84M186,M186,Technology Upgrades,Public School,"147 Saint Nicholas Avenue New York, NY 10026",,,"$100,000",100000,40.8048,-73.9531,9,110
1269,2020,1019230049,Harlem Hebrew Language Academy Charter School,84M186,M186,Technology Upgrade,Public School,"147 St. Nicholas Avenue 
New York, NY 10026",,,"$50,000",50000,40.8048,-73.9531,9,110
1060,2019,1019230053,"NYC Health + Hospitals / Gotham, Renaissance",,,Renaissance Passenger Vehicle Purchase,Hospital,"264 West 118th Stree, New york, NY 10026",,,"$40,000",40000,40.80514,-73.95363,9,110
1059,2019,1019230053,"NYC Health + Hospitals / Gotham, Renaissance",,,Renaissance Passenger Vehicle Purchase,Hospital,"264 W. 118th Street New York, NY 10026",,,"$40,000",40000,40.80514,-73.95363,9,110
482,2017,1019250019,Democracy Prep Charter School,84M350,M350,Bathroom Renovation,Public School,212 West 120th Street,,,175000,175000,40.80606,-73.95134,9,110
363,2016,1019260017,P.S. 076 A. Philip Randolph Middle School,03M076,M076,Technology Upgrades,Public School,"220 W 121st St, New York, NY 10027",,,100000,100000,40.80677,-73.95106,9,110
546,2017,1019260017,P.S. 076 A. Philip Randolph Middle School,03M076,M076,Auditorium Restoration,Public School,220 West 121 Street,,,165000,165000,40.80677,-73.95106,9,110
792,2018,1019260017,P.S. 076 A. Philip Randolph Middle School,03M076,M076,Classroom Technology Upgrade,Public School,"220 West 121 Street, New York,
                                                                                         NY 10031",,,100000,100000,40.80677,-73.95106,9,110
879,2018,1019280023,The Joseph Daniel Wilson Memorial Garden,,,Site Acquisition,Park,"219 West 122nd Street, New York, NY 10027",,,300000,300000,40.80741,-73.95059,9,110
1176,2019,1019280023,The Joseph Daniel Wilson Memorial Garden,,,Garden Purchase,Park,"219 W 122nd St, New York, NY 10027",,,"$1,000,000",1000000,40.80762,-73.95053,9,110
1177,2019,1019280023,The Joseph Daniel Wilson Memorial Garden,,,Garden Lot Acquisition,Park,"219 W. 122nd St. New York, NY 10027",,,"$1,000,000",1000000,40.80762,-73.95053,9,110
161,2015,1019300030,Center for Alternative Sentencing and Employment,,,CASES Harlem Location Initial Outfitting,Social Services Organization,2090 Adam Clayton Powell Blvd,,,"$40,000",40000,40.80864,-73.94858,9,110
50,2014,1019300030,Harlem Dowling-West Side Center for Children & Family Services,,,A Home for Harlem Dowling Project,Social Services Organization,"2090 Adam Clayton Powell, Jr. Blvd.","* 750,000.00",750000,500000,500000,40.80864,-73.94858,9,110
983,2019,1019300030,"Harlem Educational Activities Fund, Inc.",,,Technology Upgrades,Social Services Organization,"2090 Adam Clayton Powell Jr. Blvd New York, NY 10027",,,"$76,000",76000,40.80875,-73.94893,9,110
984,2019,1019300030,"Harlem Educational Activities Fund, Inc.",,,Computer Equipment and Technology,Social Services Organization,"2090 Adam Clayton Powell Jr. Blvd., 10th Fl New York, NY 10027",,,"$76,000",76000,40.80875,-73.94893,9,110
1156,2019,1019300055,"Spaceworks, 540 President St BK (Main Off) , Inc.",,,MART 125; 260 W. 125th St MN,Cultural Organization,,,,"$250,000",250000,40.80944,-73.95057,9,110
252,2015,1019300055,Upper Manhattan Empowerment Zone Development Corporation,,,Media Arts Center in Upper Manhattan,Cultural Organization,"260 West 125th Street, New York, NY 10027",,,"$250,000",250000,40.80975,-73.9502,9,110
1221,2020,1019310010,"Apollo Theater Foundation, Inc.",,,Restoration of the Apollo Theater,Cultural Organization,"253 West 125th Street New York, NY 10027",,,"$200,000",200000,40.81027,-73.94986,9,110
97,2014,1019320010,P.S. 154 Harriet Tubman,05M154,M154,Computer Upgrade Project,Public School,250 West 127th Street,"* 31,113.28",31113,35000,35000,40.81093,-73.94894,9,110
374,2016,1019320010,P.S. 154 Harriet Tubman,05M154,M154,Playground Resurfacing,Public School,"250 WEST 127 STREET
MANHATTAN, NY10027",,,350000,350000,40.81093,-73.94894,9,110
561,2017,1019320010,P.S. 154 Harriet Tubman,05M154,M154,Auditorium Projection System Installation,Public School,250 West 127th Street,,,36000,36000,40.81093,-73.94894,9,110
806,2018,1019320010,P.S. 154 Harriet Tubman,05M154,M154,Classroom Technology Upgrade,Public School,"250 W. 127th St.,
New York, NY 10027",,,100000,100000,40.81093,-73.94894,9,110
1119,2019,1019380020,P.S. 517 Teachers College Community School,05M517,M517,Playground Renovation,Public School,"223 W. 132nd Street New York, NY 10027",,,"$100,000",100000,40.81405,-73.94606,9,110
894,2018,1019400035,Thurgood Marshall Academy for Learning and Social Change,05M670,M670,STEM for ALL,Public School,"200 West 135th Street, New York, NY 10030",,,100000,100000,40.81551,-73.9442,9,110
980,2019,1019410036,Greater Harlem Housing Development Corporation,,,GHHDC Multi Family Housing,Housing,200 W. 136th Street; 2518 & 2540 Frederick Douglass Blvd; 488-90 St. Nicholas Ave.; 229-235 W. 135th Street; 216 W. 135th Street,,,"$50,000",50000,40.81604,-73.94368,9,110
979,2019,1019410036,Greater Harlem Housing Development Corporation,,,GHHDC Multi Family Housing,Housing,"200 West 136th St. New York, NY 10030",,,"$50,000",50000,40.81604,-73.94368,9,110
569,2017,1019460001,P.S. 180 Hugo Newman College Preparatory School,03M180,M180,Hydroponic and STEEM Lab,Public School,370 West 120th Street,,,107000,107000,40.80784,-73.95557,9,110
815,2018,1019460001,P.S. 180 Hugo Newman College Preparatory School,03M180,M180,Classroom Technology Upgrades,Public School,"370 West 120th,
New York, NY 10027",,,100000,100000,40.80784,-73.95557,9,110
1110,2019,1019460001,P.S. 180 Hugo Newman College Preparatory School,03M180,M180,Technology Upgrades,Public School,"370 W. 120th Street 
New York, NY 10027",,,"$100,000",100000,40.8076,-73.95593,9,110
1375,2020,1019460001,P.S. 180 Hugo Newman College Preparatory School,03M180,M180,Technology Upgrade,Public School,"370 West 120th Street 
New York, NY 10027",,,"$50,000",50000,40.8076,-73.95593,9,110
1129,2019,1019460022,"Police Athletic League, Inc.",,,Vehicle Purchase,Social Services Organization,"314 W. 120th Street New York, NY 10026",,,"$46,000",46000,40.80717,-73.9546,9,110
1130,2019,1019460022,"Police Athletic League, Inc.",,,Transportation Assistance for PAL Youth,Social Services Organization,"314 West 120th Street New York, NY 10026",,,"$46,000",46000,40.80717,-73.9546,9,110
468,2017,1019530036,Center For Urban Community Services,,,302-310 W127th St Supportive Housing,Social Services Organization,"302-310  West 127th Street, New York, NY 10027",,,100000,100000,40.81157,-73.95045,9,110
660,2018,1019530036,Center For Urban Community Services,,,"Gap from deep affordability, higher construction costs",Social Services Organization,"302-312 W. 127th
St.",,,3000000,3000000,40.81157,-73.95045,9,110
624,2017,1019570001,The Mott Hall School,06M223,M223,STEAM Lab,Public School,71 Convent Avenue,,,100000,100000,40.81546,-73.95291,9,109
882,2018,1019570001,The Mott Hall School,06M223,M223,Wireless Laptop Carts Upgrades,Public School,"71 Convent
Avenue, New York, NY 10027",,,100000,100000,40.81546,-73.95291,9,109
1178,2019,1019570001,The Mott Hall School,06M223,M223,Classroom Technology Upgrades,Public School,"71 Convent Avenue New York, NY 10027",,,"$100,000",100000,40.81574,-73.95264,9,109
1433,2020,1019570001,The Mott Hall School,06M223,M223,Technology Upgrade,Public School,"71 Convent Avenue 
New York, NY 10027",,,"$75,000",75000,40.81574,-73.95264,9,109
370,2016,1019570010,P.S. 129 John H. Finley Campus School,05M129,M129,Technology Upgrades,Public School,"425 W 130th St, New York, NY 10027",,,100000,100000,40.81464,-73.95191,9,109
556,2017,1019570010,P.S. 129 John H. Finley Campus School,05M129,M129,Classroom Technology Upgrade,Public School,425 West 130th Street,,,50000,50000,40.81464,-73.95191,9,109
1361,2020,1019570010,P.S. 129 John H. Finley Campus School,05M129,M129,Cooling System,Public School,"425 West 130th Street New York, NY 10027",,,"$200,000",200000,40.81497,-73.9522,9,109
261,2016,1019570078,A. Philip Randolph Campus High School,06M540,M540,Library Renovation,Public School,"443 W. 135th Street New York, NY 10031",,,303000,303000,40.81819,-73.95036,9,109
643,2018,1019570078,A. Philip Randolph Campus High School,06M540,M540,Urban Agriculture CTE Greenhouse Renewal Project,Public School,"443 W. 135th Street New York, NY 10031",,,505000,505000,40.81819,-73.95036,9,109
905,2019,1019570078,A. Philip Randolph Campus High School,06M540,M540,Renovations to Physical Education Area,Public School,"443 W. 135th Street New York, NY 10031",,,"$100,000",100000,40.81838,-73.95034,9,109
1217,2020,1019570078,A. Philip Randolph Campus High School,06M540,M540,Gym Renovations,Public School,"443 West 135th Street 
New York, NY 10031",,,"$50,000",50000,40.81838,-73.95034,9,109
1218,2020,1019570078,A. Philip Randolph Campus High School,06M540,M540,Green House Rooftop,Public School,"443 West 135th Street 
New York, NY 10031",,,"$50,000",50000,40.81838,-73.95034,9,109
31,2014,1019570200,CUNY The City College of New York (CCNY),,,Network Infrastructure Modernization; Max Bond Center; Wingate Pool Restoration,College,160 Convent Avenue,"* 4,000,000.00",4000000,0,0,40.8192,-73.95022,9,109
167,2015,1019570200,CUNY The City College of New York (CCNY),,,Wi-Fi Network Expansion,College,"160 Convent Avenue, New York, NY 10031",,,"$200,000",200000,40.8192,-73.95022,9,109
288,2016,1019570200,CUNY The City College of New York (CCNY),,,Computer Lab Rehabilitaion,College,"160 Convent Ave, New York, NY 10031",,,250000,250000,40.8192,-73.95022,9,109
681,2018,1019570200,CUNY The City College of New York (CCNY),,,"Zahn Innovation Center Prototyping Lab, The
City College of New York",College,"160 Convent Ave, New York, NY 10031",,,500000,500000,40.8192,-73.95022,9,109
947,2019,1019570200,CUNY The City College of New York (CCNY),,,VirtualReality Development Lab,College,"160 Convent Ave. New York, NY 10031",,,"$250,000",250000,40.81983,-73.95086,9,109
948,2019,1019570200,CUNY The City College of New York (CCNY),,,Immigration Center Upgrades,College,"160 Convent Avenue, New York, NY 10031",,,$0,0,40.81983,-73.95086,9,109
949,2019,1019570200,CUNY The City College of New York (CCNY),,,Kitchen Upgrade for Culinary Program,College,"160 Convent Avenue, New York, NY 10031",,,$0,0,40.81983,-73.95086,9,109
950,2019,1019570200,CUNY The City College of New York (CCNY),,,Virtual/Augmented Reality Development Lab,College,"160 Convent Avenue, New York, NY 10031",,,"$250,000",250000,40.81983,-73.95086,9,109
1249,2020,1019570200,CUNY The City College of New York (CCNY),,,Technology Infrastructure Upgrade Aaron Davis Hall,College,"160 Convent Avenue New York, NY 10031",,,"$100,000",100000,40.81983,-73.95086,9,109
432,2016,1019570200,"The High School for Math, Science and Engineering @ CCNY",05M692,M692,Technology Upgrades,Public School,"240 Convent Ave, New York, NY 10031",,,100000,100000,40.82074,-73.9491,9,109
620,2017,1019570200,"The High School for Math, Science and Engineering @ CCNY",05M692,M692,Rooftop Garden,Public School,240 Convent Avenue,,,201000,201000,40.82074,-73.9491,9,109
709,2018,1019590058,Greater Harlem Housing Development Corporation,,,Greater Harlem Housing 8A Capital,Housing,"488-90 St. Nicholas
Ave.; 2518-20 &
2540-42 Frederick
Douglass Blvd.; 229 to 235 W. 135th St.; 216-18 W. 135th St.;
200 W. 136th St.",,,250000,250000,40.81656,-73.94826,9,110
328,2016,1019600001,Kappa IV,05M302,M302,Technology Upgrades,Public School,"6 Edgecombe Avenue, New York, NY 10030",,,100000,100000,40.81737,-73.94771,9,110
522,2017,1019600001,Mott Hall High School,05M304,M304,Classroom Technology Upgrade,Public School,"6 Edgecombe Avenue, 4th Fl.",,,100000,100000,40.81737,-73.94771,9,110
428,2016,1019600001,The Eagle Academy for Young Men of Harlem,05M148,M148,Auditorium Upgrade,Public School,"6 Edgecombe Ave, New York, NY 10030",,,200000,200000,40.81737,-73.94771,9,110
615,2017,1019600001,The Eagle Academy for Young Men of Harlem,05M148,M148,Internet Upgrade,Public School,6 Edgecombe Avenue,,,140000,140000,40.81737,-73.94771,9,110
869,2018,1019600001,The Eagle Academy for Young Men of Harlem,05M148,M148,Streaming University Project,Public School,"6 Edgecombe Avenue, New York, NY 10030",,,140000,140000,40.81737,-73.94771,9,110
521,2017,1019610057,Morningside Park,,,Morningside Park Playground Renovation,Park,70-74 Morningside Drive,,,300000,300000,40.80682,-73.95886,7,109
760,2018,1019610057,Morningside Park,,,Playground Reconstruction Project,Park,West 117th Street & Morningside Ave.,,,500000,500000,40.80635,-73.9578,7,109
163,2015,1019640012,"Columbia Secondary School for Math, Science and Engineering",05M362,M362,Auditorium Upgrade,Public School,"425 W 123rd Street, New York, NY 10027",,,"$150,000",150000,40.81043,-73.95581,7,109
281,2016,1019640012,"Columbia Secondary School for Math, Science and Engineering",05M362,M362,Auditorium Upgrade,Public School,"425 W 123rd St, New York, NY 10027",,,150000,150000,40.81043,-73.95581,7,109
473,2017,1019640012,"Columbia Secondary School for Math, Science and Engineering",05M362,M362,Engineering Lab,Public School,425 West 123rd Street,,,150000,150000,40.81043,-73.95581,7,109
669,2018,1019640012,"Columbia Secondary School for Math, Science and Engineering",05M362,M362,Sixth Floor Technology Center Upgrades,Public School,"425 West 123rd Street, New York, NY 10027",,,100000,100000,40.81043,-73.95581,7,109
670,2018,1019640012,"Columbia Secondary School for Math, Science and Engineering",05M362,M362,Synthetic Turf Installation - Playground 125,Public School,"Morningside Avenue between 123rd and 124th
Street",,,500000,500000,40.81043,-73.95581,7,109
1244,2020,1019640012,"Columbia Secondary School for Math, Science and Engineering",05M362,M362,Technology Upgrade,Public School,"425 West 123rd Street 
New York, NY 10027",,,"$80,000",80000,40.8108,-73.95609,7,109
554,2017,1019640012,P.S. 125 Ralph Bunche School of Urban Farming,05M125,M125,Hydroponics Learning Infrastructure,Public School,425 West 123rd Street,,,100000,100000,40.81043,-73.95581,7,109
1231,2020,1019670040,"BioBus, Inc.",,,Truck for Science Education Delivery,Social Services Organization,"1361 Amsterdam Avenue Suite 340 New York, NY 10027",,,"$69,000",69000,40.81415,-73.95528,7,109
1412,2020,1019670040,"SoHarlem, Inc.",,,Fencing & Floral Installation of Greenstreets Park,Social Services Organization,"1361 Amsterdam Avenue Suite 340 New York, NY 10027",,,"$65,000",65000,40.81415,-73.95528,7,109
263,2016,1019670060,African Services Committee,,,Purchase of computer equipment,Cultural Organization,429 West 127th Street,,,35000,35000,40.813,-73.95385,7,109
375,2016,1019710001,P.S. 161 Pedro Albizu Campos,05M161,M161,Technology Upgrades,Public School,"499 W 133rd St New York, NY",,,100000,100000,40.81755,-73.95304,9,109
563,2017,1019710001,P.S. 161 Pedro Albizu Campos,05M161,M161,Classroom Technology Upgrade,Public School,499 West 133rd Street,,,100000,100000,40.81755,-73.95304,9,109
1369,2020,1019710001,P.S. 161 Pedro Albizu Campos,05M161,M161,Technology Upgrade,Public School,"499 West 133rd Street 
New York, NY 10027",,,"$100,000",100000,40.81769,-73.95249,9,109
150,2015,1019710018,"Aaron Davis Hall, Inc.",,,Harlem Stage Lighting System,Cultural Organization,"150 Convent Ave, New York, NY 10027",,,"$35,000",35000,40.81833,-73.95102,9,109
262,2016,1019710018,"Aaron Davis Hall, Inc.",,,IT System Upgrade,Cultural Organization,"150 Convent Ave New York, NY 10031",,,35000,35000,40.81833,-73.95102,9,109
1265,2020,1019800001,Grant Houses,,,Laundromat Renovation,Housing,"3170 Broadway New York, NY 10027",,,"$105,000",105000,40.81455,-73.95833,7,109
892,2018,1019840033,The Urban Assembly School for the Performing Arts,05M369,M369,Library Upgrade,Public School,"509 West 129th Street, New York, NY 10027",,,200000,200000,40.81526,-73.95533,7,109
1112,2019,1019870036,P.S. 192 Jacob H. Schiff,06M192,M192,Technology Upgrades,Public School,"500 W.138th Street New York, NY 10031",,,"$80,000",80000,40.81824,-73.9531,7,109
308,2016,1019880166,Hamilton Grange Middle School,06M209,M209,Technology Upgrades,Public School,"500 W. 138th Street
New York, NY 10031",,,100000,100000,40.82095,-73.95115,7,109
711,2018,1019880166,Hamilton Grange Middle School,06M209,M209,Gymnasium and Cafeteria Upgrade,Public School,"500 West 138th Street, New York, NY, 10031",,,136000,136000,40.82095,-73.95115,7,109
1268,2020,1019880166,Hamilton Grange Middle School,06M209,M209,Technology Upgrade,Public School,"500 West 138th Street New York, NY 10031",,,"$100,000",100000,40.82096,-73.95327,7,109
1379,2020,1019880166,P.S. 192 Jacob H. Schiff,06M192,M192,Technology Upgrade,Public School,"500 West 138th Street 
New York, NY 10031",,,"$100,000",100000,40.82096,-73.95327,7,109
120,2014,1019910001,Riverside Park Conservancy and Soldier's and Sailors' Memorial Association,,,The Green Outlook Project,Park,"475 Riverside Drive, Suite 455","* 800,000.00",800000,0,0,40.8111,-73.96417,7,109
121,2014,1019910001,Riverside Park Conservancy and Soldier's and Sailors' Memorial Association,,,Preservation Study and Assessment and Restoration of the Landmark Soldiers' Monument Project.,Park,"475 Riverside Drive, Suite 455","* 1,000,000.00",1000000,0,0,40.8111,-73.96417,7,109
68,2014,1019930001,Manhattan School of Music,PRI,PRI,MSM -John C. Borden Auditorium Renovation Project,Public School,120 Claremont Avenue,"* 500,000.00",500000,0,0,40.81259,-73.96185,7,109
195,2015,1019930001,Manhattan School of Music,PRI,PRI,Borden Auditorium Restoration,Public School,"120 Claremont Avenue, New York, NY
10027-4698",,,"$50,000",50000,40.81259,-73.96185,7,109
1025,2019,1019930001,Manhattan School of Music,PRI,PRI,Marketing MSM Performances to the Community,Public School,"130 Claremont Avenue New York, NY",,,"$2,000.00",2000,40.81239,-73.96148,7,109
600,2017,1019940001,Sakura Park,,,Sakura Park Staircase  Renovation,Park,115-145 Calremont Avenue,,,375000,375000,40.81272,-73.96225,7,109
15,2014,1020020002,"Broadway Housing Communities, Inc.",,,Completion of Sugar Hill Project,Housing,583 Riverside Drive,"* 500,000.00",500000,0,0,40.82136,-73.95719,7,109
909,2019,1020140036,"Afro-Latin Jazz Alliance of New York, Inc.",,,New Vehicle,Cultural Organization,"320 West 146th Street New York, NY 10039",,,"$54,000",54000,40.82118,-73.9365,9,110
908,2019,1020140036,"Afro-Latin Jazz Alliance of New York, Inc.",,,Vehicle Purchase,Cultural Organization,"320 W. 146th Street New York, NY 10039",,,"$54,000",54000,40.82118,-73.9365,9,110
487,2017,1020160050,"Esplanade Gardens, Inc.",,,Facade Upgrades & Elevator Modernization,Housing,2569 Adam Clayton Powell Jr Blvd,,,200000,200000,40.82387,-73.93744,9,110
695,2018,1020160050,"Esplanade Gardens, Inc.",,,Elevator Modernization,Housing,"101 West 147th
Street, 129 West
147th Street, 2541
7th Avenue, 2569
7th Avenue, 700 Lenox Avenue and 720 Lenox Avenue, New York, NY",,,500000,500000,40.82192,-73.93572,9,110
965,2019,1020160050,"Esplanade Gardens, Inc.",,,Elevator Modernization & Systems Upgrade,Housing,"101 W 147th St., 129 W 147 St., 2541 7th Ave., 2569 7th Ave., 700 Lenox Ave., and 720 Lenox Ave., New York, NY",,,"$100,000",100000,40.82287,-73.93579,9,110
964,2019,1020160050,"Esplanade Gardens, Inc.",,,Elevator Modernization & Systems Upgrade,Housing,"2569 Adam Clayton Powell Jr. Blvd New York, NY10039",,,"$100,000",100000,40.82352,-73.93656,9,110
819,2018,1020160100,P.S. 200 The James McCune Smith Community School,05M200,M200,CS200 Technology request,Public School,"2589 Adam Clayton Powell Jr. Blvd. NY, NY,
10039",,,100000,100000,40.8245,-73.937,9,110
1114,2019,1020160100,P.S. 200 The James McCune Smith Community School,05M200,M200,Technology Upgrades,Public School,"2589 Adam Clayton Powell Jr. Blvd New York, NY 10039",,,"$100,000",100000,40.8239,-73.9357,9,110
430,2016,1020160100,The Frederick Douglass Academy I,05M499,M499,Auditorium Upgrade,Public School,"2581 Adam Clayton Powell Jr Blvd, New
York, NY 10039",,,125000,125000,40.82432,-73.93712,9,110
618,2017,1020160100,The Frederick Douglass Academy I,05M499,M499,Digital Media and the Arts Auditorium,Public School,2581 Adam Clayton Powell Jr. Blvd.,,,100000,100000,40.82432,-73.93712,9,110
873,2018,1020160100,The Frederick Douglass Academy I,05M499,M499,Classroom Technology Upgrades,Public School,"2581 Adam Clayton Powell Jr. Blvd., New York, NY 10039",,,100000,100000,40.82432,-73.93712,9,110
1173,2019,1020160100,The Frederick Douglass Academy I,05M499,M499,Technology Upgrades,Public School,"2581 Adam Clayton Powell Jr. Blvd. New York, NY 10039",,,"$100,000",100000,40.8239,-73.9357,9,110
1426,2020,1020160100,The Frederick Douglass Academy I,05M499,M499,Technology Upgrade,Public School,"2581 Adam Clayton Powell Jr. Blvd 
New York, NY 10039",,,"$50,000",50000,40.8239,-73.9357,9,110
331,2016,1020260015,Lemor Realty,,,Affordable Housing,Housing,407-15 Lenox Ave 225 W. 140th Street,,,500000,500000,40.81918,-73.94286,9,110
382,2016,1020290011,P.S. 194 Countee Cullen,05M194,M194,Technology Upgrades,Public School,"244 W 144th St, New York, NY 10030",,,100000,100000,40.82154,-73.94094,9,110
574,2017,1020290011,P.S. 194 Countee Cullen,05M194,M194,Library Upgrade,Public School,244 West 144 Street,,,275000,275000,40.82154,-73.94094,9,110
1380,2020,1020290011,P.S. 194 Countee Cullen,05M194,M194,Technology Upgrade,Public School,"244 West 144th Street 
New York, NY 10030",,,"$100,000",100000,40.82123,-73.94069,9,110
1448,2020,1020350001,Thurgood Marshall Academy Lower School,05M318,M318,Technology Upgrade,Public School,"282 West 151th Street 
New York, NY 10039",,,"$50,000",50000,40.82558,-73.93952,9,110
637,2017,1020360049,Thurgood Marshall Academy Lower School,05M318,M318,Classroom Technology Upgrade,Public School,282 West 151st Street,,,100000,100000,40.82616,-73.93808,9,110
986,2019,1020370011,"Harlem Pride, Inc.",,,,Cultural Organization,42 MACOMBS PLACE,,,$0,0,40.82618,-73.93769,9,110
1357,2020,1020420035,P.S. 123 Mahalia Jackson School for Literacy and the Arts,05M123,M123,A+STEM Lab,Public School,"301 West 140th Street 
New York, NY 10030",,,"$100,000",100000,40.82018,-73.94447,9,110
702,2018,1020460056,Frederick Douglass Boulevard Garden Committee,,,Community Garden Restoration,Park,"301 West 152nd Street, New York, NY 10039",,,119000,119000,40.82732,-73.93884,9,110
173,2015,1020500160,"Harlem School of the Arts, Inc.",,,"HAS Gathering Space Moveable
Property",Cultural Organization,"645 St Nicholas Ave, New York, NY 10030",,,"$35,000",35000,40.82218,-73.94565,7,109
313,2016,1020500160,"Harlem School of the Arts, Inc.",,,Phase 3 Renovation,Cultural Organization,645 Saint Nicholas Ave,,,135000,135000,40.82218,-73.94565,7,109
968,2019,1020500163,"Firelight Media, Inc.",,,Films by Firelight,Cultural Organization,"72 Hamilton Terrace New York, NY",,,"$2,000.00",2000,40.82354,-73.9461,7,109
179,2015,1020520001,Jackie Robinson Recreation Center,,,"Jackie Robinson Recreation Center
Renovations",Park,"85 Bradhurst Ave, New York, NY 10039",,,"$150,000",150000,40.82419,-73.94224,9,110
1193,2019,1020600001,"Upper Manhattan Mental Health Clinic, Inc.",,,IT Enhancements,Hospital,"1727 Amsterdam Avenue New York, NY 10031",,,"$100,000",100000,40.82521,-73.94691,7,109
1194,2019,1020600001,"Upper Manhattan Mental Health Clinic, Inc.",,,IT Enhancements for a Greater Bowen,Hospital,"1727 Amsterdam Avenue New York, NY 10031",,,"$100,000",100000,40.82521,-73.94691,7,109
1458,2020,1020610136,West 147th Street Block Association,,,Sugar Hill Historical Street Lights,Cultural Organization,"404 West 147th Street New York, NY 10031",,,"$35,000",35000,40.82539,-73.94446,9,109
33,2014,1020660059,"Dance Theatre of Harlem, Inc.",,,HVAC Project,Cultural Organization,466 West 152nd Street,"* 1,000,000.00",1000000,310000,310000,40.82924,-73.94345,7,109
481,2017,1020660059,"Dance Theatre of Harlem, Inc.",,,Boiler & HVAC Upgrades,Cultural Organization,"466 West 152nd Street, New York, NY
10031",,,250000,250000,40.82924,-73.94345,7,109
683,2018,1020660059,"Dance Theatre of Harlem, Inc.",,,HVAC & Boiler Renovation,Cultural Organization,"466 West 152nd
Street, 10031",,,200000,200000,40.82924,-73.94345,7,109
